fdc_id,food_name,data_type,food_category,calories,carbs_g,calcium_mg,fat_g,protein_g,saturated_fat_g,fiber_g,iron_mg,sodium_mg,sugar_g,cholesterol_mg,health_score,food_type,food_display_name,preparation_method,food_label,food_group_clean
168231,"Pork, fresh, loin, whole, separable lean only, cooked, braised",SR Legacy,Pork Products,204.0,0.0,18.0,9.12,28.6,3.38,0.0,1.13,50.0,0.0,79.0,60,Meat & Poultry,"Pork, fresh, loin, whole, separable lean only","cooked, braised","Pork, fresh, loin, whole, separable lean only (cooked, braised)",Meat & Poultry
168233,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",SR Legacy,Pork Products,209.0,0.0,18.0,9.63,28.6,3.51,0.0,1.09,58.0,0.0,81.0,60,Meat & Poultry,"Pork, fresh, loin, whole, separable lean only","cooked, roasted","Pork, fresh, loin, whole, separable lean only (cooked, roasted)",Meat & Poultry
168241,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",SR Legacy,Pork Products,194.0,0.0,30.0,7.95,28.6,2.93,0.0,0.93,86.0,0.0,75.0,60,Meat & Poultry,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only","cooked, roasted","Pork, fresh, loin, center loin (roasts), bone-in, separable lean only (cooked, roasted)",Meat & Poultry
168232,"Pork, fresh, loin, whole, separable lean only, cooked, broiled",SR Legacy,Pork Products,210.0,0.0,17.0,9.8,28.6,3.64,0.0,0.91,64.0,0.0,79.0,60,Meat & Poultry,"Pork, fresh, loin, whole, separable lean only","cooked, broiled","Pork, fresh, loin, whole, separable lean only (cooked, broiled)",Meat & Poultry
168702,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,Beef Products,212.0,0.0,6.0,10.0,28.5,3.81,0.0,2.33,37.0,0.0,86.0,60,Meat & Poultry,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice","cooked, roasted","Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice (cooked, roasted)",Meat & Poultry
174733,"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",SR Legacy,Beef Products,217.0,0.0,6.0,11.4,28.5,3.92,0.0,1.96,55.0,0.0,70.0,60,Meat & Poultry,"Beef, New Zealand, imported, striploin, separable lean only","cooked, fast fried","Beef, New Zealand, imported, striploin, separable lean only (cooked, fast fried)",Meat & Poultry
173060,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,Beef Products,164.0,0.0,6.0,5.65,28.4,1.89,0.0,3.46,84.0,0.0,89.0,60,Meat & Poultry,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select","cooked, roasted","Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select (cooked, roasted)",Meat & Poultry
170609,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",SR Legacy,Beef Products,230.0,0.0,14.0,12.4,28.4,4.85,0.0,2.82,62.0,0.0,89.0,60,Meat & Poultry,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades",cooked,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades (cooked)",Meat & Poultry
174702,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,Beef Products,208.0,0.51,6.0,10.3,28.4,3.62,0.0,2.76,56.0,0.0,82.0,60,Meat & Poultry,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice","cooked, grilled","Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice (cooked, grilled)",Meat & Poultry
171806,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,Beef Products,164.0,0.0,6.0,4.67,28.4,1.61,0.0,2.35,38.0,0.0,74.0,60,Meat & Poultry,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select","cooked, roasted","Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select (cooked, roasted)",Meat & Poultry
172407,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",SR Legacy,Poultry Products,226.0,0.04,15.0,11.7,28.4,3.28,0.0,1.79,50.0,0.0,103.0,60,Meat & Poultry,"Chicken, capons, meat and skin and giblets and neck","cooked, roasted","Chicken, capons, meat and skin and giblets and neck (cooked, roasted)",Meat & Poultry
172379,"Chicken, broilers or fryers, leg, meat only, cooked, fried",SR Legacy,Poultry Products,208.0,0.65,13.0,9.32,28.4,2.49,0.0,1.4,96.0,0.0,99.0,60,Meat & Poultry,"Chicken, broilers or fryers, leg, meat only","cooked, fried","Chicken, broilers or fryers, leg, meat only (cooked, fried)",Meat & Poultry
169524,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,208.0,0.0,7.0,9.65,28.3,3.66,0.0,2.29,37.0,0.0,84.0,60,Meat & Poultry,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades","cooked, roasted","Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades (cooked, roasted)",Meat & Poultry
174764,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",SR Legacy,Beef Products,202.0,0.0,16.0,9.05,28.3,3.44,0.0,1.92,58.0,0.0,88.0,60,Meat & Poultry,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice","cooked, broiled","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice (cooked, broiled)",Meat & Poultry
169183,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",SR Legacy,Pork Products,198.0,0.02,11.0,9.42,28.3,3.27,0.0,0.57,302.0,0.0,71.0,60,Meat & Poultry,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat","with added solution, cooked, broiled","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat (with added solution, cooked, broiled)",Meat & Poultry
173058,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,178.0,0.0,6.0,7.31,28.2,2.59,0.0,2.68,55.0,0.0,85.0,60,Meat & Poultry,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades","cooked, roasted","Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades (cooked, roasted)",Meat & Poultry
171239,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,218.0,0.0,8.0,11.7,28.2,4.54,0.0,2.13,56.0,0.0,80.0,60,Meat & Poultry,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades","cooked, roasted","Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades (cooked, roasted)",Meat & Poultry
173047,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,Beef Products,206.0,0.88,17.0,9.97,28.2,3.5,0.0,2.02,62.0,0.0,79.0,60,Meat & Poultry,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice","cooked, roasted","Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice (cooked, roasted)",Meat & Poultry
172005,"Fish, tuna, skipjack, fresh, cooked, dry heat",SR Legacy,Finfish and Shellfish Products,132.0,0.0,37.0,1.29,28.2,0.42,0.0,1.6,47.0,0.0,60.0,60,Seafood,"Fish, tuna, skipjack, fresh","cooked, dry heat","Fish, tuna, skipjack, fresh (cooked, dry heat)",Seafood
172387,"Chicken, broilers or fryers, thigh, meat only, cooked, fried",SR Legacy,Poultry Products,218.0,1.18,13.0,10.3,28.2,2.78,0.0,1.46,95.0,0.0,102.0,60,Meat & Poultry,"Chicken, broilers or fryers, thigh, meat only","cooked, fried","Chicken, broilers or fryers, thigh, meat only (cooked, fried)",Meat & Poultry
171472,"Chicken, broilers or fryers, back, meat only, cooked, roasted",SR Legacy,Poultry Products,239.0,0.0,24.0,13.2,28.2,3.6,0.0,1.39,96.0,0.0,90.0,60,Meat & Poultry,"Chicken, broilers or fryers, back, meat only","cooked, roasted","Chicken, broilers or fryers, back, meat only (cooked, roasted)",Meat & Poultry
167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",SR Legacy,Pork Products,170.0,0.0,11.0,5.53,28.2,1.78,0.0,0.87,65.0,0.0,76.0,60,Meat & Poultry,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat","cooked, broiled","Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat (cooked, broiled)",Meat & Poultry
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",SR Legacy,Pork Products,242.0,0.0,55.0,13.5,28.2,4.93,0.0,0.86,73.0,0.0,81.0,60,Meat & Poultry,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat","cooked, braised","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat (cooked, braised)",Meat & Poultry
168730,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,Beef Products,172.0,0.0,7.0,5.82,28.1,2.15,0.0,3.19,74.0,0.0,90.0,60,Meat & Poultry,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select","cooked, roasted","Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select (cooked, roasted)",Meat & Poultry
168704,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,Beef Products,204.0,0.0,7.0,9.26,28.1,3.52,0.0,2.24,37.0,0.0,83.0,60,Meat & Poultry,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select","cooked, roasted","Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select (cooked, roasted)",Meat & Poultry
172405,"Chicken, stewing, dark meat, meat only, cooked, stewed",SR Legacy,Poultry Products,258.0,0.0,12.0,15.3,28.1,4.07,0.0,1.64,95.0,0.0,95.0,60,Meat & Poultry,"Chicken, stewing, dark meat, meat only","cooked, stewed","Chicken, stewing, dark meat, meat only (cooked, stewed)",Meat & Poultry
170624,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",SR Legacy,Beef Products,225.0,0.0,13.0,11.7,28.0,4.73,0.0,2.57,69.0,0.0,80.0,60,Meat & Poultry,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice","cooked, broiled","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice (cooked, broiled)",Meat & Poultry
170625,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",SR Legacy,Beef Products,198.0,0.0,13.0,8.7,28.0,3.51,0.0,2.57,69.0,0.0,80.0,60,Meat & Poultry,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select","cooked, broiled","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select (cooked, broiled)",Meat & Poultry
174052,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked",SR Legacy,Beef Products,163.0,0.0,6.0,5.72,28.0,1.97,0.0,2.35,37.0,0.0,76.0,60,Meat & Poultry,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades",cooked,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades (cooked)",Meat & Poultry
169556,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",SR Legacy,Beef Products,234.0,0.0,22.0,12.7,28.0,4.93,0.0,1.7,59.0,0.0,92.0,60,Meat & Poultry,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select","cooked, broiled","Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select (cooked, broiled)",Meat & Poultry
168303,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",SR Legacy,Pork Products,211.0,0.0,5.0,10.1,28.0,3.96,0.0,0.99,41.0,0.0,71.0,60,Meat & Poultry,"Pork, fresh, loin, center rib (chops), boneless, separable lean only","cooked, braised","Pork, fresh, loin, center rib (chops), boneless, separable lean only (cooked, braised)",Meat & Poultry
171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",SR Legacy,Poultry Products,144.0,0.0,13.0,3.57,28.0,0.863,0.0,0.46,328.0,0.0,86.0,60,Meat & Poultry,"Chicken, broiler, rotisserie, BBQ, breast, meat only",unspecified,"Chicken, broiler, rotisserie, BBQ, breast, meat only",Meat & Poultry
168378,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",SR Legacy,Pork Products,216.0,0.0,61.0,11.6,27.8,3.1,0.0,1.02,84.0,0.0,89.0,60,Meat & Poultry,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in","cooked, broiled","Pork, fresh, loin, country-style ribs, separable lean only, bone-in (cooked, broiled)",Meat & Poultry
170636,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",SR Legacy,Beef Products,176.0,0.0,6.0,6.42,27.7,2.29,0.0,2.43,36.0,0.0,76.0,60,Meat & Poultry,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice","cooked, roasted","Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice (cooked, roasted)",Meat & Poultry
167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",SR Legacy,Pork Products,224.0,0.0,5.0,11.8,27.7,4.3,0.0,0.78,52.0,0.0,70.0,60,Meat & Poultry,"Pork, fresh, loin, center rib (chops), boneless, separable lean only","cooked, pan-fried","Pork, fresh, loin, center rib (chops), boneless, separable lean only (cooked, pan-fried)",Meat & Poultry
168706,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,Beef Products,210.0,0.0,6.0,10.2,27.6,3.81,0.0,2.83,64.0,0.0,82.0,60,Meat & Poultry,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select","cooked, roasted","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select (cooked, roasted)",Meat & Poultry
169518,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",SR Legacy,Beef Products,218.0,0.0,6.0,11.1,27.6,4.23,0.0,2.56,62.0,0.0,79.0,60,Meat & Poultry,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select","cooked, broiled","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select (cooked, broiled)",Meat & Poultry
169195,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",SR Legacy,Pork Products,175.0,0.0,11.0,7.14,27.6,2.56,0.0,0.92,68.0,0.0,76.0,60,Meat & Poultry,"Pork, fresh, loin, blade (roasts), boneless, separable lean only","cooked, roasted","Pork, fresh, loin, blade (roasts), boneless, separable lean only (cooked, roasted)",Meat & Poultry
168253,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",SR Legacy,Pork Products,173.0,0.0,5.0,6.08,27.6,2.08,0.0,0.63,45.0,0.0,72.0,60,Meat & Poultry,"Pork, fresh, loin, top loin (chops), boneless, separable lean only","cooked, broiled","Pork, fresh, loin, top loin (chops), boneless, separable lean only (cooked, broiled)",Meat & Poultry
174005,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",SR Legacy,Beef Products,183.0,0.0,14.0,8.13,27.5,3.25,0.0,3.25,56.0,0.0,82.0,60,Meat & Poultry,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice","cooked, roasted","Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice (cooked, roasted)",Meat & Poultry
170218,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,Beef Products,220.0,0.0,8.0,11.4,27.5,4.55,0.0,2.82,73.0,0.0,81.0,60,Meat & Poultry,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select","cooked, roasted","Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select (cooked, roasted)",Meat & Poultry
168695,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",SR Legacy,Beef Products,235.0,0.0,6.0,13.0,27.5,4.9,0.0,2.55,62.0,0.0,79.0,60,Meat & Poultry,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice","cooked, broiled","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice (cooked, broiled)",Meat & Poultry
171778,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",SR Legacy,Beef Products,167.0,0.0,11.0,6.37,27.5,2.35,0.0,2.17,51.0,0.0,74.0,60,Meat & Poultry,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select",cooked,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select (cooked)",Meat & Poultry
172377,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",SR Legacy,Poultry Products,169.0,0.0,11.0,5.71,27.5,1.51,0.0,1.37,80.0,0.0,88.0,60,Meat & Poultry,"Chicken, broilers or fryers, drumstick, meat only","cooked, stewed","Chicken, broilers or fryers, drumstick, meat only (cooked, stewed)",Meat & Poultry
169189,"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",SR Legacy,Pork Products,155.0,0.0,8.0,4.23,27.5,1.32,0.0,1.25,53.0,0.0,82.0,60,Meat & Poultry,"Pork, shoulder, petite tender, boneless, separable lean and fat","cooked, broiled","Pork, shoulder, petite tender, boneless, separable lean and fat (cooked, broiled)",Meat & Poultry
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",SR Legacy,Pork Products,201.0,0.0,18.0,9.21,27.5,3.09,0.0,1.0,55.0,0.0,84.0,60,Meat & Poultry,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only",cooked,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only (cooked)",Meat & Poultry
169526,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,219.0,0.0,6.0,11.3,27.4,4.24,0.0,2.81,63.0,0.0,82.0,60,Meat & Poultry,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades","cooked, roasted","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades (cooked, roasted)",Meat & Poultry
171069,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",SR Legacy,Poultry Products,205.0,0.0,15.0,9.73,27.4,2.66,0.0,1.33,93.0,0.0,93.0,60,Meat & Poultry,"Chicken, broilers or fryers, dark meat, meat only","cooked, roasted","Chicken, broilers or fryers, dark meat, meat only (cooked, roasted)",Meat & Poultry
171076,"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed",SR Legacy,Poultry Products,184.0,0.0,13.0,7.42,27.4,2.08,0.0,0.92,62.0,0.0,75.0,60,Meat & Poultry,"Chicken, broilers or fryers, breast, meat and skin","cooked, stewed","Chicken, broilers or fryers, breast, meat and skin (cooked, stewed)",Meat & Poultry
175137,"Fish, salmon, coho, wild, cooked, moist heat",SR Legacy,Finfish and Shellfish Products,184.0,0.0,46.0,7.5,27.4,1.6,0.0,0.71,53.0,0.0,57.0,60,Seafood,"Fish, salmon, coho, wild, moist heat",cooked,"Fish, salmon, coho, wild, moist heat (cooked)",Seafood
173819,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",SR Legacy,"Lamb, Veal, and Game Products",238.0,9.91,39.0,9.18,27.3,3.06,0.3,1.64,454.0,0.57,112.0,60,Grains,"Veal, leg (top round), separable lean and fat, breaded","cooked, pan-fried","Veal, leg (top round), separable lean and fat, breaded (cooked, pan-fried)",Grains
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",SR Legacy,Beef Products,188.0,0.0,14.0,8.82,27.3,3.53,0.0,3.24,56.0,0.0,82.0,60,Meat & Poultry,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice","cooked, roasted","Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice (cooked, roasted)",Meat & Poultry
171784,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,Beef Products,196.0,0.0,7.0,8.76,27.3,3.35,0.0,3.09,72.0,0.0,73.0,60,Meat & Poultry,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select","cooked, roasted","Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select (cooked, roasted)",Meat & Poultry
169528,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,Beef Products,228.0,0.0,6.0,12.3,27.3,4.63,0.0,2.79,63.0,0.0,82.0,60,Meat & Poultry,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice","cooked, roasted","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice (cooked, roasted)",Meat & Poultry
171450,"Chicken, broilers or fryers, meat and skin, cooked, roasted",SR Legacy,Poultry Products,239.0,0.0,15.0,13.6,27.3,3.79,0.0,1.26,82.0,0.0,88.0,60,Meat & Poultry,"Chicken, broilers or fryers, meat and skin","cooked, roasted","Chicken, broilers or fryers, meat and skin (cooked, roasted)",Meat & Poultry
171451,"Chicken, broilers or fryers, meat only, cooked, stewed",SR Legacy,Poultry Products,177.0,0.0,14.0,6.71,27.3,1.84,0.0,1.17,70.0,0.0,83.0,60,Meat & Poultry,"Chicken, broilers or fryers, meat only","cooked, stewed","Chicken, broilers or fryers, meat only (cooked, stewed)",Meat & Poultry
174773,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,Beef Products,179.0,0.0,20.0,6.95,27.2,2.52,0.0,1.68,58.0,0.0,76.0,60,Meat & Poultry,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select","cooked, roasted","Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select (cooked, roasted)",Meat & Poultry
171064,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour",SR Legacy,Poultry Products,285.0,4.08,17.0,16.9,27.2,4.58,0.0,1.5,89.0,0.0,92.0,60,Meat & Poultry,"Chicken, broilers or fryers, dark meat, meat and skin, flour","cooked, fried","Chicken, broilers or fryers, dark meat, meat and skin, flour (cooked, fried)",Meat & Poultry
172393,"Chicken, broilers or fryers, wing, meat only, cooked, stewed",SR Legacy,Poultry Products,181.0,0.0,13.0,7.18,27.2,2.0,0.0,1.12,73.0,0.0,74.0,60,Meat & Poultry,"Chicken, broilers or fryers, wing, meat only","cooked, stewed","Chicken, broilers or fryers, wing, meat only (cooked, stewed)",Meat & Poultry
174710,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,Beef Products,213.0,0.9,6.0,11.2,27.1,3.67,0.0,3.43,84.0,0.0,85.0,60,Meat & Poultry,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select","cooked, roasted","Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select (cooked, roasted)",Meat & Poultry
173637,"Chicken, roasting, light meat, meat only, cooked, roasted",SR Legacy,Poultry Products,153.0,0.0,13.0,4.07,27.1,1.08,0.0,1.08,51.0,0.0,75.0,60,Meat & Poultry,"Chicken, roasting, light meat, meat only","cooked, roasted","Chicken, roasting, light meat, meat only (cooked, roasted)",Meat & Poultry
173611,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",SR Legacy,Poultry Products,245.0,1.63,12.0,13.7,27.0,3.66,0.1,1.34,89.0,0.0,90.0,60,Meat & Poultry,"Chicken, broilers or fryers, drumstick, meat and skin, flour","cooked, fried","Chicken, broilers or fryers, drumstick, meat and skin, flour (cooked, fried)",Meat & Poultry
174708,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,228.0,1.0,7.0,12.9,27.0,4.36,0.0,3.3,93.0,0.0,82.0,60,Meat & Poultry,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades","cooked, roasted","Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades (cooked, roasted)",Meat & Poultry
174754,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",SR Legacy,Beef Products,192.0,0.0,10.0,8.43,27.0,3.48,0.0,2.99,59.0,0.0,88.0,60,Meat & Poultry,"Beef, ground, 93% lean meat / 7% fat, loaf","cooked, baked","Beef, ground, 93% lean meat / 7% fat, loaf (cooked, baked)",Meat & Poultry
170837,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,Beef Products,219.0,0.0,11.0,12.3,27.0,4.74,0.0,2.35,70.0,0.0,77.0,60,Meat & Poultry,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select","cooked, roasted","Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select (cooked, roasted)",Meat & Poultry
172383,"Chicken, broilers or fryers, neck, meat only, cooked, fried",SR Legacy,Poultry Products,229.0,1.77,41.0,11.9,26.9,3.0,0.0,2.98,99.0,0.0,105.0,60,Meat & Poultry,"Chicken, broilers or fryers, neck, meat only","cooked, fried","Chicken, broilers or fryers, neck, meat only (cooked, fried)",Meat & Poultry
173624,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",SR Legacy,Poultry Products,262.0,3.18,14.0,15.0,26.8,4.09,0.1,1.49,88.0,0.0,97.0,60,Meat & Poultry,"Chicken, broilers or fryers, thigh, meat and skin, flour","cooked, fried","Chicken, broilers or fryers, thigh, meat and skin, flour (cooked, fried)",Meat & Poultry
173616,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",SR Legacy,Poultry Products,254.0,2.5,13.0,14.4,26.8,3.9,0.1,1.43,88.0,0.0,94.0,60,Meat & Poultry,"Chicken, broilers or fryers, leg, meat and skin, flour","cooked, fried","Chicken, broilers or fryers, leg, meat and skin, flour (cooked, fried)",Meat & Poultry
172397,"Chicken, roasting, giblets, cooked, simmered",SR Legacy,Poultry Products,165.0,0.86,12.0,5.22,26.8,1.64,0.0,6.09,60.0,0.0,357.0,60,Meat & Poultry,"Chicken, roasting, giblets","cooked, simmered","Chicken, roasting, giblets (cooked, simmered)",Meat & Poultry
174019,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",SR Legacy,Beef Products,172.0,0.0,7.0,6.34,26.8,2.04,0.0,3.2,74.0,0.0,67.0,60,Meat & Poultry,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades","cooked, roasted","Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades (cooked, roasted)",Meat & Poultry
