fdc_id,food_name,data_type,food_category,calories,carbs_g,calcium_mg,fat_g,protein_g,saturated_fat_g,fiber_g,iron_mg,sodium_mg,sugar_g,cholesterol_mg,health_score,food_type,food_display_name,preparation_method,food_label,food_group_clean
169136,"Lima beans, immature seeds, canned, regular pack, solids and liquids",SR Legacy,Vegetables and Vegetable Products,71.0,13.3,28.0,0.29,4.07,0.066,3.6,1.61,252.0,1.6,0.0,60,Vegetables,"Lima beans, immature seeds, regular pack, solids and liquids",canned,"Lima beans, immature seeds, regular pack, solids and liquids (canned)",Vegetables
170124,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,34.0,4.8,153.0,0.87,4.01,0.036,3.7,1.96,322.0,0.51,0.0,60,Vegetables,"Spinach, chopped or leaf","frozen, cooked, boiled, drained, with salt","Spinach, chopped or leaf (frozen, cooked, boiled, drained, with salt)",Vegetables
169288,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,143.0,4.8,153.0,0.87,4.01,0.157,3.7,1.96,97.0,0.51,0.0,60,Vegetables,"Spinach, chopped or leaf","frozen, cooked, boiled, drained, without salt","Spinach, chopped or leaf (frozen, cooked, boiled, drained, without salt)",Vegetables
168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",SR Legacy,Baked Products,240.0,46.1,159.0,4.47,3.81,0.977,5.1,3.17,441.0,3.34,0.0,60,Grains,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",unspecified,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",Grains
168435,"Mushrooms, shiitake, stir-fried",SR Legacy,Vegetables and Vegetable Products,162.0,7.68,2.0,0.35,3.45,0.032,3.6,0.53,5.0,0.3,0.0,60,Vegetables,"Mushrooms, shiitake",stir-fried,"Mushrooms, shiitake (stir-fried)",Vegetables
169266,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",SR Legacy,Vegetables and Vegetable Products,218.0,34.0,10.0,8.2,3.44,3.89,3.2,1.49,45.0,1.6,0.0,60,Vegetables,"Potatoes, cottage-cut, salt not added in processing","french fried, frozen, oven-heated","Potatoes, cottage-cut, salt not added in processing (french fried, frozen, oven-heated)",Vegetables
170698,"Fast foods, potato, french fried in vegetable oil",SR Legacy,Fast Foods,312.0,41.4,18.0,14.7,3.43,2.34,3.8,0.81,210.0,0.3,0.0,60,Vegetables,"Fast foods, potato",french fried in vegetable oil,"Fast foods, potato (french fried in vegetable oil)",Vegetables
169277,"Salsify, (vegetable oyster), raw",SR Legacy,Vegetables and Vegetable Products,82.0,18.6,60.0,0.2,3.3,0.114,3.3,0.7,20.0,1.6,0.0,60,Vegetables,"Salsify, (vegetable oyster)",raw,"Salsify, (vegetable oyster) (raw)",Vegetables
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",SR Legacy,Vegetables and Vegetable Products,242.0,34.0,10.0,10.3,3.24,0.805,3.6,0.74,77.0,1.16,0.0,60,Vegetables,"Potatoes, hash brown, refrigerated","prepared, pan-fried in canola oil","Potatoes, hash brown, refrigerated (prepared, pan-fried in canola oil)",Vegetables
172027,"Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST",SR Legacy,Cereal Grains and Pasta,152.0,31.1,7.0,2.07,3.23,0.152,3.3,0.72,4.0,0.3,0.0,60,Grains,"Pasta, gluten-free, corn flour and quinoa flour, ANCIENT HARVEST",cooked,"Pasta, gluten-free, corn flour and quinoa flour, ANCIENT HARVEST (cooked)",Grains
170103,"Peas, green, canned, no salt added, solids and liquids",SR Legacy,Vegetables and Vegetable Products,222.0,9.75,18.0,0.3,3.19,0.054,3.3,1.02,9.0,3.2,0.0,60,Vegetables,"Peas, green, no salt added, solids and liquids",canned,"Peas, green, no salt added, solids and liquids (canned)",Vegetables
168526,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,94.0,19.7,128.0,0.38,3.17,0.096,5.0,1.12,240.0,3.23,0.0,60,Vegetables,"Cowpeas (blackeyes), immature seeds","cooked, boiled, drained, with salt","Cowpeas (blackeyes), immature seeds (cooked, boiled, drained, with salt)",Vegetables
168402,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,405.0,20.3,128.0,0.38,3.17,0.096,5.0,1.12,4.0,3.23,0.0,60,Vegetables,"Cowpeas (blackeyes), immature seeds","cooked, boiled, drained, without salt","Cowpeas (blackeyes), immature seeds (cooked, boiled, drained, without salt)",Vegetables
169312,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,188.0,9.18,21.0,0.5,3.11,0.119,4.6,0.56,289.0,0.84,0.0,60,Vegetables,"Artichokes, (globe or french)","frozen, cooked, boiled, drained, with salt","Artichokes, (globe or french) (frozen, cooked, boiled, drained, with salt)",Vegetables
168388,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,188.0,9.18,21.0,0.5,3.11,0.119,4.6,0.56,53.0,0.84,0.0,60,Vegetables,"Artichokes, (globe or french)","frozen, cooked, boiled, drained, without salt","Artichokes, (globe or french) (frozen, cooked, boiled, drained, without salt)",Vegetables
170513,"Peas and carrots, frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,201.0,10.1,23.0,0.42,3.09,0.077,3.1,0.94,304.0,4.36,0.0,60,Vegetables,Peas and carrots,"frozen, cooked, boiled, drained, with salt","Peas and carrots (frozen, cooked, boiled, drained, with salt)",Vegetables
170018,"Peas and carrots, frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,48.0,10.1,23.0,0.42,3.09,0.077,3.1,0.94,68.0,4.36,0.0,60,Vegetables,Peas and carrots,"frozen, cooked, boiled, drained, without salt","Peas and carrots (frozen, cooked, boiled, drained, without salt)",Vegetables
170287,"Bulgur, cooked",SR Legacy,Cereal Grains and Pasta,83.0,18.6,10.0,0.24,3.08,0.042,4.5,0.96,5.0,0.1,0.0,60,Grains,Bulgur,cooked,Bulgur (cooked),Grains
170421,"Peas, green, canned, regular pack, solids and liquids",SR Legacy,Vegetables and Vegetable Products,241.0,10.6,20.0,0.48,3.01,0.086,3.3,1.29,185.0,3.2,0.0,60,Vegetables,"Peas, green, regular pack, solids and liquids",canned,"Peas, green, regular pack, solids and liquids (canned)",Vegetables
169220,"Cowpeas (blackeyes), immature seeds, raw",SR Legacy,Vegetables and Vegetable Products,376.0,18.8,126.0,0.35,2.95,0.09,5.0,1.1,4.0,3.0,0.0,60,Vegetables,"Cowpeas (blackeyes), immature seeds",raw,"Cowpeas (blackeyes), immature seeds (raw)",Vegetables
169311,"Artichokes, (globe or french), cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,51.0,11.4,21.0,0.34,2.89,0.079,5.7,0.61,296.0,0.99,0.0,60,Vegetables,"Artichokes, (globe or french)","cooked, boiled, drained, with salt","Artichokes, (globe or french) (cooked, boiled, drained, with salt)",Vegetables
168386,"Artichokes, (globe or french), cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,53.0,12.0,21.0,0.34,2.89,0.079,5.7,0.61,60.0,0.99,0.0,60,Vegetables,"Artichokes, (globe or french)","cooked, boiled, drained, without salt","Artichokes, (globe or french) (cooked, boiled, drained, without salt)",Vegetables
170142,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,252.0,13.1,25.0,0.15,2.86,0.031,4.4,0.82,271.0,3.12,0.0,60,Vegetables,"Vegetables, mixed","frozen, cooked, boiled, drained, with salt","Vegetables, mixed (frozen, cooked, boiled, drained, with salt)",Vegetables
170472,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,65.0,13.1,25.0,0.15,2.86,0.031,4.4,0.82,35.0,3.12,0.0,60,Vegetables,"Vegetables, mixed","frozen, cooked, boiled, drained, without salt","Vegetables, mixed (frozen, cooked, boiled, drained, without salt)",Vegetables
170519,"Potatoes, boiled, cooked in skin, skin, with salt",SR Legacy,Vegetables and Vegetable Products,78.0,17.2,45.0,0.1,2.86,0.026,3.3,6.07,250.0,1.6,0.0,60,Vegetables,"Potatoes, skin","boiled, cooked in skin, with salt","Potatoes, skin (boiled, cooked in skin, with salt)",Vegetables
170439,"Potatoes, boiled, cooked in skin, skin, without salt",SR Legacy,Vegetables and Vegetable Products,78.0,17.2,45.0,0.1,2.86,0.026,3.3,6.07,14.0,1.6,0.0,60,Vegetables,"Potatoes, skin","boiled, cooked in skin, without salt","Potatoes, skin (boiled, cooked in skin, without salt)",Vegetables
173761,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",SR Legacy,Legumes and Legume Products,83.0,16.5,17.0,1.6,2.74,0.605,3.3,1.42,350.0,0.0,7.0,60,Meat & Poultry,"Cowpeas, common (blackeyes, crowder, southern), mature seeds",canned with pork,"Cowpeas, common (blackeyes, crowder, southern), mature seeds (canned with pork)",Meat & Poultry
170529,"Salsify, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,68.0,15.4,47.0,0.17,2.73,0.114,3.1,0.55,252.0,2.9,0.0,60,Vegetables,Salsify,"cooked, boiled, drained, with salt","Salsify (cooked, boiled, drained, with salt)",Vegetables
169278,"Salsify, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,284.0,15.4,47.0,0.17,2.73,0.041,3.1,0.55,16.0,2.9,0.0,60,Vegetables,Salsify,"cooked, boiled, drained, without salt","Salsify (cooked, boiled, drained, without salt)",Vegetables
170044,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",SR Legacy,Vegetables and Vegetable Products,219.0,28.5,17.0,11.6,2.65,0.934,3.2,0.54,15.0,0.27,0.0,60,Vegetables,"Potatoes, hash brown, plain","frozen, prepared, pan fried in canola oil","Potatoes, hash brown, plain (frozen, prepared, pan fried in canola oil)",Vegetables
168900,"Pasta, gluten-free, corn, cooked",SR Legacy,Cereal Grains and Pasta,126.0,27.9,1.0,0.73,2.63,0.102,4.8,0.25,0.0,3.2,0.0,60,Grains,"Pasta, gluten-free, corn",cooked,"Pasta, gluten-free, corn (cooked)",Grains
168387,"Artichokes, (globe or french), frozen, unprepared",SR Legacy,Vegetables and Vegetable Products,38.0,7.75,19.0,0.43,2.63,0.099,3.9,0.5,47.0,1.6,0.0,60,Vegetables,"Artichokes, (globe or french)","frozen, unprepared","Artichokes, (globe or french) (frozen, unprepared)",Vegetables
168166,"Raisins, seeded",SR Legacy,Fruits and Fruit Juices,296.0,78.5,28.0,0.54,2.52,0.178,6.8,2.59,28.0,10.4,0.0,60,Fruits,"Raisins, seeded",unspecified,"Raisins, seeded",Fruits
1999626,"Mushroom, lion's mane",Foundation,Vegetables and Vegetable Products,35.1,7.59,0.0,0.256,2.5,0.114,4.38,0.688,0.336,1.6,0.0,60,Vegetables,"Mushroom, lion's mane",unspecified,"Mushroom, lion's mane",Vegetables
170499,"Shallots, raw",SR Legacy,Vegetables and Vegetable Products,301.0,16.8,37.0,0.1,2.5,0.017,3.2,1.2,12.0,7.87,0.0,60,Vegetables,Shallots,raw,Shallots (raw),Vegetables
170537,"Squash, winter, hubbard, baked, with salt",SR Legacy,Vegetables and Vegetable Products,209.0,10.8,17.0,0.62,2.48,0.128,4.9,0.47,244.0,4.9,0.0,60,Vegetables,"Squash, winter, hubbard","baked, with salt","Squash, winter, hubbard (baked, with salt)",Vegetables
168476,"Squash, winter, hubbard, baked, without salt",SR Legacy,Vegetables and Vegetable Products,50.0,10.8,17.0,0.62,2.48,0.128,4.9,0.47,8.0,4.9,0.0,60,Vegetables,"Squash, winter, hubbard","baked, without salt","Squash, winter, hubbard (baked, without salt)",Vegetables
170046,"Potatoes, hash brown, frozen, with butter sauce, prepared",SR Legacy,Vegetables and Vegetable Products,178.0,24.1,33.0,8.79,2.46,3.37,3.8,0.99,101.0,1.6,23.0,60,Vegetables,"Potatoes, hash brown, with butter sauce","frozen, prepared","Potatoes, hash brown, with butter sauce (frozen, prepared)",Vegetables
1999628,"Mushrooms, shiitake",Foundation,Vegetables and Vegetable Products,36.4,8.17,0.766,0.195,2.41,0.114,4.17,0.144,0.936,1.6,0.0,60,Vegetables,"Mushrooms, shiitake",unspecified,"Mushrooms, shiitake",Vegetables
2003599,"Mushroom, king oyster",Foundation,Vegetables and Vegetable Products,38.5,8.5,0.0,0.308,2.41,0.114,3.01,0.338,0.771,1.6,0.0,60,Vegetables,"Mushroom, king oyster",unspecified,"Mushroom, king oyster",Vegetables
169965,"Beans, snap, green, microwaved",SR Legacy,Vegetables and Vegetable Products,33.0,6.41,55.0,0.5,2.31,0.114,3.4,0.83,3.0,3.22,0.0,60,Vegetables,"Beans, snap, green",microwaved,"Beans, snap, green (microwaved)",Vegetables
2003602,"Mushroom, maitake",Foundation,Vegetables and Vegetable Products,31.0,6.6,0.0,0.265,2.2,0.114,3.07,0.209,0.345,1.6,0.0,60,Vegetables,"Mushroom, maitake",unspecified,"Mushroom, maitake",Vegetables
2003603,"Mushroom, beech",Foundation,Vegetables and Vegetable Products,33.0,6.76,0.432,0.449,2.18,0.114,3.14,0.739,0.891,1.6,0.0,60,Vegetables,"Mushroom, beech",unspecified,"Mushroom, beech",Vegetables
170512,"Peas and carrots, canned, no salt added, solids and liquids",SR Legacy,Vegetables and Vegetable Products,38.0,8.48,23.0,0.27,2.17,0.049,3.3,0.75,4.0,2.83,0.0,60,Vegetables,"Peas and carrots, no salt added, solids and liquids",canned,"Peas and carrots, no salt added, solids and liquids (canned)",Vegetables
171705,"Avocados, raw, all commercial varieties",SR Legacy,Fruits and Fruit Juices,160.0,8.53,12.0,14.7,2.0,2.13,6.7,0.55,7.0,0.66,0.0,60,Fruits,"Avocados, all commercial varieties",raw,"Avocados, all commercial varieties (raw)",Fruits
2346400,"Beans, snap, green, raw",Foundation,Vegetables and Vegetable Products,33.6,7.41,40.0,0.275,1.97,0.114,3.01,0.652,0.0,2.33,0.0,60,Vegetables,"Beans, snap, green",raw,"Beans, snap, green (raw)",Vegetables
169323,"Beans, snap, yellow, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,35.0,7.88,46.0,0.28,1.89,0.064,3.3,1.28,239.0,3.63,0.0,60,Vegetables,"Beans, snap, yellow","cooked, boiled, drained, with salt","Beans, snap, yellow (cooked, boiled, drained, with salt)",Vegetables
169322,"Beans, snap, yellow, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,147.0,7.88,46.0,0.28,1.89,0.064,3.3,1.28,3.0,3.63,0.0,60,Vegetables,"Beans, snap, yellow","cooked, boiled, drained, without salt","Beans, snap, yellow (cooked, boiled, drained, without salt)",Vegetables
169321,"Beans, snap, green, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,35.0,7.88,44.0,0.28,1.89,0.064,3.2,0.65,239.0,3.63,0.0,60,Vegetables,"Beans, snap, green","cooked, boiled, drained, with salt","Beans, snap, green (cooked, boiled, drained, with salt)",Vegetables
169141,"Beans, snap, green, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,35.0,7.88,44.0,0.28,1.89,0.064,3.2,0.65,1.0,3.63,0.0,60,Vegetables,"Beans, snap, green","cooked, boiled, drained, without salt","Beans, snap, green (cooked, boiled, drained, without salt)",Vegetables
169960,"Beans, shellie, canned, solids and liquids",SR Legacy,Vegetables and Vegetable Products,126.0,6.19,29.0,0.19,1.76,0.023,3.4,0.99,334.0,0.63,0.0,60,Vegetables,"Beans, shellie, solids and liquids",canned,"Beans, shellie, solids and liquids (canned)",Vegetables
2685576,"Beets, raw",Foundation,Vegetables and Vegetable Products,41.0,8.79,13.8,0.302,1.69,0.114,3.12,0.428,112.0,5.1,0.0,60,Vegetables,Beets,raw,Beets (raw),Vegetables
169890,"Cabbage, japanese style, fresh, pickled",SR Legacy,Vegetables and Vegetable Products,30.0,5.67,48.0,0.1,1.6,0.013,3.1,0.49,277.0,1.3,0.0,60,Vegetables,"Cabbage, japanese style, fresh, pickled",unspecified,"Cabbage, japanese style, fresh, pickled",Vegetables
169974,"Burdock root, raw",SR Legacy,Vegetables and Vegetable Products,72.0,17.3,41.0,0.15,1.53,0.025,3.3,0.8,5.0,2.9,0.0,60,Vegetables,Burdock root,raw,Burdock root (raw),Vegetables
169308,"Taro, raw",SR Legacy,Vegetables and Vegetable Products,112.0,26.5,43.0,0.2,1.5,0.041,4.1,0.55,11.0,0.4,0.0,60,Vegetables,Taro,raw,Taro (raw),Vegetables
168199,"Plantains, green, fried",SR Legacy,Fruits and Fruit Juices,309.0,49.2,4.0,11.8,1.5,3.69,3.5,0.67,2.0,3.63,0.0,60,Fruits,"Plantains, green",fried,"Plantains, green (fried)",Fruits
168422,"Mushrooms, Chanterelle, raw",SR Legacy,Vegetables and Vegetable Products,32.0,6.86,15.0,0.53,1.49,0.114,3.8,3.47,9.0,1.16,0.0,60,Vegetables,"Mushrooms, Chanterelle",raw,"Mushrooms, Chanterelle (raw)",Vegetables
170064,"Vegetables, mixed, canned, solids and liquids",SR Legacy,Vegetables and Vegetable Products,151.0,7.13,21.0,0.25,1.42,0.051,3.8,0.65,224.0,1.6,0.0,60,Vegetables,"Vegetables, mixed, solids and liquids",canned,"Vegetables, mixed, solids and liquids (canned)",Vegetables
169085,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",SR Legacy,Vegetables and Vegetable Products,153.0,7.31,21.0,0.2,1.4,0.039,3.1,0.65,26.0,2.41,0.0,60,Vegetables,"Vegetables, mixed (corn, lima beans, peas, green beans, no salt added",carrots) canned,"Vegetables, mixed (corn, lima beans, peas, green beans, no salt added (carrots) canned)",Vegetables
169942,"Persimmons, japanese, dried",SR Legacy,Fruits and Fruit Juices,274.0,73.4,25.0,0.59,1.38,0.0,14.5,0.74,2.0,10.4,0.0,60,Fruits,"Persimmons, japanese",dried,"Persimmons, japanese (dried)",Fruits
173943,"Apricots, dried, sulfured, stewed, with added sugar",SR Legacy,Fruits and Fruit Juices,113.0,29.3,15.0,0.15,1.17,0.01,4.1,1.52,3.0,10.4,0.0,60,Fruits,"Apricots, sulfured","dried, stewed, with added sugar","Apricots, sulfured (dried, stewed, with added sugar)",Fruits
169273,"Pumpkin pie mix, canned",SR Legacy,Vegetables and Vegetable Products,104.0,26.4,37.0,0.13,1.09,0.065,8.3,1.06,208.0,1.6,0.0,60,Vegetables,Pumpkin pie mix,canned,Pumpkin pie mix (canned),Vegetables
167752,"Plums, dried (prunes), stewed, with added sugar",SR Legacy,Fruits and Fruit Juices,124.0,32.9,21.0,0.22,1.09,0.017,3.8,1.04,2.0,10.4,0.0,60,Fruits,Plums,"dried (prunes), stewed, with added sugar","Plums (dried (prunes), stewed, with added sugar)",Fruits
2258586,"Carrots, mature, raw",Foundation,Vegetables and Vegetable Products,45.0,10.3,30.5,0.351,0.941,0.114,3.1,0.15,86.6,1.6,0.0,60,Vegetables,"Carrots, mature",raw,"Carrots, mature (raw)",Vegetables
2512377,"Flour, cassava",Foundation,Vegetables and Vegetable Products,359.0,87.3,74.6,0.494,0.918,0.114,4.83,3.99,13.1,1.6,0.0,60,Vegetables,"Flour, cassava",unspecified,"Flour, cassava",Vegetables
169123,"Pears, dried, sulfured, stewed, with added sugar",SR Legacy,Fruits and Fruit Juices,140.0,37.1,15.0,0.29,0.86,0.016,5.8,0.97,3.0,10.4,0.0,60,Fruits,"Pears, sulfured","dried, stewed, with added sugar","Pears, sulfured (dried, stewed, with added sugar)",Fruits
173040,"Grapes, muscadine, raw",SR Legacy,Fruits and Fruit Juices,57.0,13.9,37.0,0.47,0.81,0.0,3.9,0.26,1.0,10.4,0.0,60,Fruits,"Grapes, muscadine",raw,"Grapes, muscadine (raw)",Fruits
169983,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,Vegetables and Vegetable Products,152.0,7.9,36.0,0.46,0.78,0.047,3.3,0.44,68.0,4.76,0.0,60,Vegetables,Carrots,"frozen, unprepared (Includes foods for USDA's Food Distribution Program)","Carrots (frozen, unprepared (Includes foods for USDA's Food Distribution Program))",Vegetables
169941,"Persimmons, japanese, raw",SR Legacy,Fruits and Fruit Juices,70.0,18.6,8.0,0.19,0.58,0.02,3.6,0.15,1.0,12.5,0.0,60,Fruits,"Persimmons, japanese",raw,"Persimmons, japanese (raw)",Fruits
168519,"Carrots, frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,155.0,7.73,35.0,0.68,0.58,0.132,3.3,0.53,295.0,4.08,0.0,60,Vegetables,Carrots,"frozen, cooked, boiled, drained, with salt","Carrots (frozen, cooked, boiled, drained, with salt)",Vegetables
169984,"Carrots, frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,155.0,7.73,35.0,0.68,0.58,0.12,3.3,0.53,59.0,4.08,0.0,60,Vegetables,Carrots,"frozen, cooked, boiled, drained, without salt","Carrots (frozen, cooked, boiled, drained, without salt)",Vegetables
170543,"Taro, cooked, with salt",SR Legacy,Vegetables and Vegetable Products,142.0,34.6,18.0,0.11,0.52,0.023,5.1,0.72,251.0,0.49,0.0,60,Vegetables,Taro,"cooked, with salt","Taro (cooked, with salt)",Vegetables
168177,"Pears, asian, raw",SR Legacy,Fruits and Fruit Juices,42.0,10.6,4.0,0.23,0.5,0.012,3.6,0.0,0.0,7.05,0.0,60,Fruits,"Pears, asian",raw,"Pears, asian (raw)",Fruits
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",SR Legacy,Fruits and Fruit Juices,275.0,15.8,11.0,0.1,0.44,0.0,3.1,0.24,1.0,9.73,0.0,60,Fruits,"Pears, green anjou (Includes foods for USDA's Food Distribution Program)",raw,"Pears, green anjou (Includes foods for USDA's Food Distribution Program) (raw)",Fruits
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",SR Legacy,Fruits and Fruit Juices,63.0,15.0,9.0,0.16,0.39,0.0,3.1,0.19,1.0,9.69,0.0,60,Fruits,"Pears, bartlett (Includes foods for USDA's Food Distribution Program)",raw,"Pears, bartlett (Includes foods for USDA's Food Distribution Program) (raw)",Fruits
169118,"Pears, raw",SR Legacy,Fruits and Fruit Juices,239.0,15.2,9.0,0.14,0.36,0.022,3.1,0.18,1.0,9.75,0.0,60,Fruits,Pears,raw,Pears (raw),Fruits
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",SR Legacy,Fruits and Fruit Juices,67.0,16.1,10.0,0.09,0.36,0.0,3.1,0.15,1.0,10.2,0.0,60,Fruits,"Pears, bosc (Includes foods for USDA's Food Distribution Program)",raw,"Pears, bosc (Includes foods for USDA's Food Distribution Program) (raw)",Fruits
169398,"Epazote, raw",SR Legacy,Vegetables and Vegetable Products,32.0,7.44,275.0,0.52,0.33,0.114,3.8,1.88,43.0,1.6,0.0,60,Vegetables,Epazote,raw,Epazote (raw),Vegetables
170684,Arrowroot flour,SR Legacy,Cereal Grains and Pasta,357.0,88.2,40.0,0.1,0.3,0.019,3.4,0.33,2.0,3.2,0.0,60,Grains,Arrowroot flour,unspecified,Arrowroot flour,Grains
173949,"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",SR Legacy,Fruits and Fruit Juices,238.0,13.8,17.0,0.16,0.0,0.03,4.4,0.58,3.0,10.4,0.0,60,Fruits,"Blueberries, wild",frozen (Includes foods for USDA's Food Distribution Program),"Blueberries, wild (frozen (Includes foods for USDA's Food Distribution Program))",Fruits
172965,"Macaroni and cheese loaf, chicken, pork and beef",SR Legacy,Sausages and Luncheon Meats,228.0,11.6,122.0,15.0,11.8,5.61,0.0,1.2,3.0,0.0,44.0,55,Meat & Poultry,"Macaroni and cheese loaf, chicken, pork and beef",unspecified,"Macaroni and cheese loaf, chicken, pork and beef",Meat & Poultry
172103,"Egg rolls, pork, refrigerated, heated",SR Legacy,"Meals, Entrees, and Side Dishes",227.0,28.5,34.0,8.18,9.94,1.65,0.0,1.55,407.0,1.67,14.0,55,Meat & Poultry,"Egg rolls, pork, refrigerated",heated,"Egg rolls, pork, refrigerated (heated)",Meat & Poultry
168416,"Drumstick leaves, raw",SR Legacy,Vegetables and Vegetable Products,64.0,8.28,185.0,1.4,9.4,0.114,2.0,4.0,9.0,1.6,0.0,55,Vegetables,Drumstick leaves,raw,Drumstick leaves (raw),Vegetables
168427,"Lentils, sprouted, raw",SR Legacy,Vegetables and Vegetable Products,106.0,22.1,25.0,0.55,8.96,0.057,2.1,3.21,11.0,1.6,0.0,55,Vegetables,"Lentils, sprouted",raw,"Lentils, sprouted (raw)",Vegetables
168551,"Lentils, sprouted, cooked, stir-fried, with salt",SR Legacy,Vegetables and Vegetable Products,423.0,21.2,14.0,0.45,8.8,0.053,2.1,3.1,246.0,1.6,0.0,55,Vegetables,"Lentils, sprouted","cooked, stir-fried, with salt","Lentils, sprouted (cooked, stir-fried, with salt)",Vegetables
168428,"Lentils, sprouted, cooked, stir-fried, without salt",SR Legacy,Vegetables and Vegetable Products,101.0,21.2,14.0,0.45,8.8,0.053,2.1,3.1,10.0,1.6,0.0,55,Vegetables,"Lentils, sprouted","cooked, stir-fried, without salt","Lentils, sprouted (cooked, stir-fried, without salt)",Vegetables
171311,"Yogurt, Greek, nonfat, peach, CHOBANI",SR Legacy,Dairy and Egg Products,333.0,11.9,89.0,0.11,7.76,0.06,0.7,0.03,32.0,4.3,5.0,55,Dairy,"Yogurt, Greek, nonfat, peach, CHOBANI",unspecified,"Yogurt, Greek, nonfat, peach, CHOBANI",Dairy
168067,"Restaurant, Latino, tamale, pork",SR Legacy,Restaurant Foods,174.0,15.8,75.0,9.04,7.35,2.69,2.4,0.87,473.0,0.46,20.0,55,Meat & Poultry,"Restaurant, Latino, tamale, pork",unspecified,"Restaurant, Latino, tamale, pork",Meat & Poultry
168072,"Restaurant, Chinese, beef and vegetables",SR Legacy,Restaurant Foods,105.0,7.29,22.0,5.3,7.08,0.978,1.5,1.11,409.0,2.41,14.0,55,Vegetables,"Restaurant, Chinese, beef and vegetables",unspecified,"Restaurant, Chinese, beef and vegetables",Vegetables
168500,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,325.0,15.0,16.0,0.81,7.07,0.098,2.1,2.11,250.0,1.6,0.0,55,Vegetables,"Beans, navy, mature seeds, sprouted","cooked, boiled, drained, with salt","Beans, navy, mature seeds, sprouted (cooked, boiled, drained, with salt)",Vegetables
169140,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,78.0,15.0,16.0,0.81,7.07,0.098,2.1,2.11,14.0,1.6,0.0,55,Vegetables,"Beans, navy, mature seeds, sprouted","cooked, boiled, drained, without salt","Beans, navy, mature seeds, sprouted (cooked, boiled, drained, without salt)",Vegetables
170476,"Winged beans, immature seeds, raw",SR Legacy,Vegetables and Vegetable Products,49.0,4.31,84.0,0.87,6.95,0.238,2.1,1.5,4.0,1.6,0.0,55,Vegetables,"Winged beans, immature seeds",raw,"Winged beans, immature seeds (raw)",Vegetables
171302,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D",SR Legacy,Dairy and Egg Products,107.0,15.7,267.0,2.0,6.67,1.2,0.0,0.19,100.0,6.67,0.0,55,Dairy,"Milk, evaporated, 2% fat",with added vitamin A and vitamin D,"Milk, evaporated, 2% fat (with added vitamin A and vitamin D)",Dairy
